  1419.2  0.36207  0.36428  11.28 .68728E-01     0.71504     0.71433     1.30457     0.15745     0.15898    -1.51172  1890.94764  1419.20000    25.71942 1260572
  1419.2  0.36209  0.36374  10.93 .77883E-01     0.71410     0.71433    -0.41514     0.15849     0.15898    -0.48361  1887.61260  1419.20000    25.53759 1920128
  1419.2  0.33276  0.33207  10.80 .21381E-01     0.71540     0.71433     1.97269     0.15788     0.15898    -1.09156  1695.34421  1419.20000    15.05523 1221104
  1419.2  0.35279  0.35304  11.10 .73114E-02     0.71531     0.71433     1.79654     0.15640     0.15898    -2.55239  1822.14638  1419.20000    21.96841 1683081
  1419.2  0.34238  0.34344  11.22 .12656E+00     0.71451     0.71433     0.33888     0.15931     0.15898     0.32125  1763.84388  1419.20000    18.78979 1716276
  1419.2  0.27143  0.27029  10.71 .13305E-01     0.71323     0.71433    -2.01332     0.15990     0.15898     0.90115  1334.14417  1419.20000    -4.63720  715069
  1419.2  0.27122  0.26874  10.72 .12729E+00     0.71407     0.71433    -0.48118     0.15881     0.15898    -0.16724  1325.33962  1419.20000    -5.11721  846224
  1419.2  0.27122  0.26822  10.72 .11786E+00     0.71402     0.71433    -0.57518     0.15887     0.15898    -0.10768  1322.33575  1419.20000    -5.28098  846875
  1419.2  0.27154  0.26821  10.83 .53406E-01     0.71345     0.71433    -1.62154     0.16055     0.15898     1.54851  1322.29179  1419.20000    -5.28338 1422982
  1419.2  0.28386  0.28434  10.83 .53505E-01     0.71393     0.71433    -0.73500     0.16049     0.15898     1.48500  1414.64410  1419.20000    -0.24838 1426059
  1419.2  0.27129  0.27021  10.84 .35178E-01     0.71336     0.71433    -1.77252     0.16002     0.15898     1.01802  1333.68812  1419.20000    -4.66206 1509292
  1419.2  0.27126  0.26842  10.90 .19572E+00     0.71417     0.71433    -0.29117     0.15897     0.15898    -0.01370  1323.50516  1419.20000    -5.21723 1646591
  1419.2  0.27132  0.26867  11.00 .29241E-01     0.71335     0.71433    -1.79413     0.15992     0.15898     0.92662  1324.92542  1419.20000    -5.13980 1780839
  1419.2  0.27128  0.26970  11.03 .40649E-01     0.71339     0.71433    -1.72454     0.16003     0.15898     1.03265  1330.79238  1419.20000    -4.81993 1797448
  1419.2  0.27131  0.26899  11.15 .31987E-01     0.71336     0.71433    -1.77508     0.15995     0.15898     0.94951  1326.72570  1419.20000    -5.04165 1841203
