  2114.9  0.40462  0.39481  10.71 .86972E-02    -0.82163    -0.82123    -0.73073     3.87533     3.87189     1.84936  2080.72180  2114.90000    -0.90518  439702
  2114.9  0.42274  0.42084  10.72 .67227E-02    -0.82013    -0.82123     2.02171     3.86943     3.87189    -1.32484  2245.77807  2114.90000     3.46621  456134
  2114.9  0.40451  0.40350  10.73 .14910E-01    -0.82171    -0.82123    -0.88548     3.87484     3.87189     1.58493  2135.52624  2114.90000     0.54627  562183
  2114.9  0.40914  0.40715  10.74 .43523E-01    -0.82151    -0.82123    -0.51318     3.87186     3.87189    -0.01813  2158.63806  2114.90000     1.15837  611509
  2114.9  0.40476  0.41117  10.75 .26809E-02    -0.82163    -0.82123    -0.73073     3.87620     3.87189     2.31945  2184.12777  2114.90000     1.83345  699631
  2114.9  0.40484  0.40175  10.76 .29896E-02    -0.82139    -0.82123    -0.29979     3.87582     3.87189     2.11550  2124.45585  2114.90000     0.25308  715805
  2114.9  0.40331  0.40191  10.77 .33118E-01    -0.82157    -0.82123    -0.61952     3.87369     3.87189     0.96540  2125.46479  2114.90000     0.27980  811202
  2114.9  0.40487  0.40675  10.78 .33919E-02    -0.82129    -0.82123    -0.11343     3.87557     3.87189     1.97999  2156.05100  2114.90000     1.08985  814878
  2114.9  0.40494  0.40417  10.78 .10980E-01    -0.82198    -0.82123    -1.38169     3.87504     3.87189     1.69326  2139.76478  2114.90000     0.65853  836663
  2114.9  0.40304  0.40852  10.79 .10076E-01    -0.82125    -0.82123    -0.03386     3.87470     3.87189     1.51054  2167.31004  2114.90000     1.38804  912455
  2114.9  0.40863  0.40630  10.79 .28912E-01    -0.82101    -0.82123     0.39551     3.87305     3.87189     0.62092  2153.22307  2114.90000     1.01496  941526
  2114.9  0.40345  0.40521  10.80 .30417E-01    -0.82175    -0.82123    -0.95852     3.87221     3.87189     0.17322  2146.33524  2114.90000     0.83254  944408
  2114.9  0.40376  0.40274  10.81 .14242E-01    -0.82093    -0.82123     0.54524     3.87364     3.87189     0.94299  2130.68395  2114.90000     0.41803 1056763
  2114.9  0.40502  0.39741  10.84 .31467E-02    -0.82157    -0.82123    -0.62746     3.87603     3.87189     2.22939  2097.11234  2114.90000    -0.47109 1218718
  2114.9  0.40467  0.40269  10.86 .75933E-02    -0.82184    -0.82123    -1.11442     3.87553     3.87189     1.96047  2130.39995  2114.90000     0.41050 1285744
  2114.9  0.40486  0.40593  10.86 .40612E-02    -0.82183    -0.82123    -1.10376     3.87606     3.87189     2.24302  2150.85501  2114.90000     0.95224 1308407
  2114.9  0.40501  0.40665  10.86 .15332E-01    -0.82180    -0.82123    -1.03741     3.87478     3.87189     1.55763  2155.42483  2114.90000     1.07327 1330020
  2114.9  0.40473  0.39711  10.86 .80092E-02    -0.82176    -0.82123    -0.98091     3.87547     3.87189     1.92790  2095.22049  2114.90000    -0.52120 1330735
  2114.9  0.41255  0.41072  10.88 .12780E-01    -0.82158    -0.82123    -0.65043     3.87021     3.87189    -0.90760  2181.26854  2114.90000     1.75772 1373944
  2114.9  0.40470  0.40434  10.89 .27323E-02    -0.82138    -0.82123    -0.26831     3.87585     3.87189     2.13139  2140.79263  2114.90000     0.68575 1410823
  2114.9  0.40478  0.39476  10.94 .49789E-02    -0.82147    -0.82123    -0.44215     3.87559     3.87189     1.99200  2080.39221  2114.90000    -0.91391 1510854
  2114.9  0.40485  0.40737  10.95 .48866E-02    -0.82186    -0.82123    -1.15617     3.87592     3.87189     2.16855  2159.99600  2114.90000     1.19433 1541264
  2114.9  0.40474  0.40576  10.96 .66553E-02    -0.82174    -0.82123    -0.94111     3.87562     3.87189     2.01006  2149.79367  2114.90000     0.92413 1564201
  2114.9  0.40483  0.41002  10.99 .44345E-02    -0.82180    -0.82123    -1.04138     3.87598     3.87189     2.19915  2176.80651  2114.90000     1.63955 1584415
  2114.9  0.40340  0.41157  10.99 .34630E-01    -0.82148    -0.82123    -0.46599     3.87360     3.87189     0.91942  2186.67482  2114.90000     1.90090 1597967
  2114.9  0.40472  0.41032  11.00 .76807E-02    -0.82175    -0.82123    -0.95724     3.87551     3.87189     1.94570  2178.73731  2114.90000     1.69068 1598729
  2114.9  0.40481  0.39826  11.03 .36633E-02    -0.82228    -0.82123    -1.91904     3.87586     3.87189     2.13910  2102.41356  2114.90000    -0.33069 1613689
  2114.9  0.41725  0.41571  11.04 .76447E-02    -0.82083    -0.82123     0.74052     3.86835     3.87189    -1.91042  2213.02370  2114.90000     2.59873 1618234
  2114.9  0.40344  0.40729  11.07 .36630E-01    -0.82151    -0.82123    -0.51007     3.87349     3.87189     0.85984  2159.51381  2114.90000     1.18156 1653828
  2114.9  0.40502  0.39750  11.19 .31367E-02    -0.82157    -0.82123    -0.62013     3.87603     3.87189     2.22801  2097.64092  2114.90000    -0.45709 1691526
  2114.9  0.40467  0.40815  11.19 .89865E-02    -0.82174    -0.82123    -0.93891     3.87536     3.87189     1.86736  2164.94903  2114.90000     1.32551 1694595
  2114.9  0.40472  0.40363  11.56 .78289E-02    -0.82175    -0.82123    -0.95404     3.87549     3.87189     1.93624  2136.34624  2114.90000     0.56799 1712972
  2114.9  0.40333  0.40610  11.52 .33843E-01    -0.82155    -0.82123    -0.58500     3.87365     3.87189     0.94500  2151.98771  2114.90000     0.98224 1718891
  2114.9  0.50389  0.50632  10.70 .26606E-01    -0.82107    -0.82123     0.29240     3.87332     3.87189     0.76826  2807.87173  2114.90000    18.35284  576052
  2114.9  0.50394  0.50216  10.73 .38961E-02    -0.82064    -0.82123     1.07357     3.87383     3.87189     1.04458  2779.87300  2114.90000    17.61131  648616
  2114.9  0.48857  0.48872  10.74 .75553E-02    -0.82035    -0.82123     1.60346     3.86846     3.87189    -1.84902  2689.71786  2114.90000    15.22362  678872
  2114.9  0.48348  0.48366  11.13 .13348E-01    -0.82067    -0.82123     1.01950     3.86883     3.87189    -1.65002  2655.98261  2114.90000    14.33017  679794
  2114.9  0.50415  0.50606  11.15 .11715E-01    -0.82085    -0.82123     0.69199     3.87359     3.87189     0.91476  2806.16096  2114.90000    18.30753  681861
  2114.9  0.49216  0.49261  10.79 .31193E-01    -0.82154    -0.82123    -0.57652     3.87380     3.87189     1.02789  2715.72856  2114.90000    15.91250  733049
